symbol,name,description,isin,assetclass,domicile,website,etfcompany,expenseratio,totalasset,avgvolume,inceptiondate,nav,navcurrency,holdingscount,returns_12m,volatility_12m,returns_24m,volatility_24m,returns_36m,volatility_36m,returns_5y,ten_year_return,ten_year_volatility,sharpe_12m,sharpe_24m,sharpe_36m,ten_year_sharpe,max_drawdown,dividends_12m,dividends_24m,dividends_36m,dividends_all_time,size_category,liquidity_category,etf_type
RITA,ETFB Green SRI REITs ETF,"The index is composed of a portfolio of exchange-listed real estate investment trusts (“REITs”) in developed markets meeting the business, financial, socially responsible investing (“SRI”), and green investing criteria, as determined by IdealRatings, Inc. Under normal circumstances, the fund will invest at least 80% of its net assets in REITs that meet the index’s SRI Screening and Green Screening criteria as of the most recent reconstitution of the index. It is non-diversified.",,Real Estate,,,Rita ETF,,7248598,1606,,19.3799,USD,,4.648954804670513,17.25907695001625,7.63396950103068,16.513898406792208,3.030026053279511,18.347439795780986,-16.095696378073786,-16.095696378073786,18.869118197965832,0.1534818352303608,0.3411653240347787,0.0561400426841224,-0.9590112366790184,-20.84639317794733,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
FBL,GraniteShares 1.5x Long META Daily ETF,The fund is an actively managed exchange traded fund that attempts to replicate 2 times (200%) the daily percentage change of the underlying stock by entering into financial instruments such as swaps and options on the underlying stock as well as directly purchasing the underlying stock. The fund will aim to primarily obtain its notional exposure against the underlying stock through swap agreements.,,Trading--Leveraged Equity,,,Graniteshares,,144181280,933866,,40.9,USD,,56.07609132054905,74.52184602566892,267.64600828782835,70.36509521532207,1145.517474877489,70.76465608264753,1145.517474877489,1145.517474877489,70.76465608264753,0.7256407913180604,3.775252594698169,16.159443685304574,16.159443685304574,-59.79683438989545,0.0,0.0,0.0,0.0,Small,Medium,Equity
BSTP,Innovator Buffer Step-Up Strategy ETF,The fund is an actively managed exchange-traded fund (“ETF”) that seeks to provide risk-managed investment exposure to the SPDR® S&P 500® ETF Trust (the “Underlying ETF”). It seeks to achieve its investment objective by investing substantially all of its assets in exchange-traded options contracts on the Underlying ETF. The Advisor intends to implement its investment strategy through an Options Portfolio comprised of FLexible EXchange® Options that reference the Underlying ETF with one-year expiration dates. It is non-diversified.,,Defined Outcome,,,Innovator ETFs,,55292440,12129,,33.8663,USD,,9.48773874193689,14.023388126882317,28.330838648329127,11.269972762991928,42.73896145648506,12.18248850022452,33.48120886992629,33.48120886992629,13.013808992590192,0.5339464809922199,2.336371098854269,3.344059093980204,2.419061850980837,-13.68758757864863,0.0,0.0,0.0,0.0,Micro,Low,Equity
PALC,Pacer Lunt Large Cap Multi-Factor Alternator ETF,"The index uses an objective, rules-based methodology to provide exposure to large-capitalization U.S. companies. Under normal circumstances, the fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in securities of large cap companies. It is non-diversified.",,Large Blend,,,Pacer,,296770624,29777,,47.9988,USD,,0.9910341052051574,16.886546645646337,32.35838119001904,15.263776793389743,42.78589413076339,16.843075388426428,110.7788789795443,107.84239493058902,17.907087981024304,-0.0597496880781703,1.9889167406566304,2.421522981414016,5.910642480940931,-17.38632910296222,0.0,0.0,0.0,0.0,Small,Low,Equity
XBI,SPDRÂ S&PÂ Biotech ETF,"In seeking to track the performance of the S&P Biotechnology Select Industry Index (the ""index""), the fund employs a sampling strategy. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index represents the biotechnology segment of the S&P Total Market Index (""S&P TMI"").",,Health,,,SPDR State Street Global Advisors,,4664529408,12665262,,84.26651,USD,,-9.856743617543772,27.534165505942383,1.0914695764411286,27.73300029530653,9.150914921318654,30.364054290821763,-23.89900228717111,5.425608565614115,33.63285509456445,-0.430619319658875,-0.0327599038648778,0.2355059325355041,0.1018530409024877,-32.994528256999644,0.0,0.0,0.0,0.0,Medium,High,Equity
KPRO,KraneShares 100% KWEB Defined Outcome January 2026 ETF,"Under normal circumstances, the fund will invest at least 80% of its net assets (plus borrowings for investment purposes) in the KraneShares CSI China Internet ETF (the “Underlying ETF”) and options, including FLexible EXchange® Options (“FLEX options”), that reference the underlying ETF. The fund is non-diversified.",,Defined Outcome,,,KraneShares,,2792583,220,,28.3,USD,,14.393653531363704,7.253892717933917,20.00141706382619,6.845317628265399,20.00141706382619,6.845317628265399,20.00141706382619,20.00141706382619,6.845317628265399,1.708552085519913,2.629741677653568,2.629741677653568,2.629741677653568,-3.769598800666996,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
KBUF,KraneShares 90% KWEB Defined Outcome January 2026 ETF,"Under normal circumstances, the fund will invest at least 80% of its net assets (plus borrowings for investment purposes) in the KraneShares CSI China Internet ETF (the “Underlying ETF”) and options, including FLexible EXchange® Options (“FLEX options”) that reference the underlying ETF. The fund is non-diversified.",,Defined Outcome,,,KraneShares,,3729717,1295,,30.74,USD,,19.67937929572832,15.977549303020472,28.80586818102362,15.035981804915366,28.80586818102362,15.035981804915366,28.80586818102362,28.80586818102362,15.035981804915366,1.1065138314038012,1.7827813659804108,1.7827813659804108,1.7827813659804108,-8.333060202432897,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
DNL,WisdomTree Global ex-U.S. Quality Dividend Growth Fund,"Under normal circumstances, at least 95% of the fund's total assets (exclusive of collateral held from securities lending) will be invested in constituent securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such constituent securities. The index is a fundamentally weighted index that consists of dividend-paying global ex-U.S. common stocks with growth characteristics. The fund is non-diversified.",,Foreign Large Growth,,,WisdomTree,,481664384,44188,,39.578,USD,,4.046822208518686,18.68985918222993,,16.12988722253748,30.682552485816707,17.520852024312568,42.517264187878425,96.88757831516168,18.768475580783218,0.1095151220007466,,1.637052378846403,5.055689147834455,-20.15312093898207,0.0,0.0,0.0,0.0,Small,Low,Equity
REAI,Tidal ETF Trust - Intelligent Real Estate ETF,"The fund is an actively-managed exchange-traded fund (“ETF”) that will invest in a diversified portfolio of publicly-traded real estate investment trusts (“REITs”) and mortgage-backed securities (“MBS”) listed primarily on U.S. stock exchanges, and to a lesser extent, stock exchanges in Canada, Europe, and Asia. The fund will invest in REITs and MBS that, in the determination of the fund’s sub-adviser, have quantitative and qualitative characteristics that compare favorably to the aggregate real estate portfolio holdings of a select group of public, non-traded REITs. The fund is non-diversified.",,Real Estate,,,Armada ETF,,1924597,2225,,19.6158,USD,,2.9019445631186747,19.276624555346007,4.4479610570622885,19.09354620433732,3.862943064109636,19.16321512621724,3.862943064109636,3.8629536147523513,19.16322861226265,0.0467895486851995,0.1282088214972976,0.0972145358615183,0.0972150180142524,-22.283272153188527,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
MXI,iShares Global Materials ETF,"The index measures the performance of companies that SPDJI deems to be part of the materials sector of the economy and that SPDJI believes are important to global markets. The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents.",,Natural Resources,,,iShares,,220888464,10696,,86.52481,USD,,2.198726974930132,19.29291470285816,10.15169756565275,17.33754243393838,21.33133109905443,19.458890287045666,60.241286671306526,100.44233171672286,20.682384802050205,0.0103005159143056,0.4701760700349165,0.9934446833242,4.759718603967008,-22.25697480419825,0.0,0.0,0.0,0.0,Small,Low,Equity
SCZ,iShares MSCI EAFE Small-Cap ETF,The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index represents the small-capitalization segment of the MSCI EAFE IMI Index.,,Foreign Small/Mid Blend,,,iShares,,10207531008,1305537,,71.47398,USD,,20.697013690654064,16.795050849879726,31.49858789954585,15.335564175973513,39.75477566369929,16.894715397362774,53.17126511875403,85.22374748268784,17.572371534871785,1.1132454350852985,1.9235410944816616,2.2347091842454314,4.736056673826472,-14.519525667191257,0.0,0.0,0.0,0.0,Large,High,Equity
FVD,First Trust Value Line Dividend Index Fund,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index seeks to measure the performance of the securities ranked #1 or #2 according to the index provider's proprietary Value Line® Safety™ Ranking System (the ""Safety Ranking System"") that are also still expected to provide above-average dividend yield.",,Large Value,,,First Trust,,9092545536,670898,,44.82,USD,,10.64377186658514,13.437334090859304,16.26230450291044,11.94429024682875,20.615474869623828,13.263606554254329,64.34433950331405,135.43159324724178,15.771438123070071,0.6432653834561598,1.1940688151560224,1.403500231515302,8.460331404531924,-11.974513973707978,0.0,0.0,0.0,0.0,Medium,Medium,Equity
RSPA,Invesco S&P 500 Equal Weight Income Advantage ETF,"The fund seeks to achieve its investment objective by: (1) investing in a portfolio of U.S. equity securities designed to track the performance, before fees and expenses, of the S&P 500® Equal Weight Index or U.S.-listed exchange-traded funds (ETFs) that seek to track the performance of the index, or both, and (2) utilizing an options-based income strategy implemented through equity-linked notes (ELNs) with exposure to either the Index or ETFs tracking the index. The fund is non-diversified.",,Derivative Income,,,Invesco,,321520896,39669,,49.16,USD,,6.671180667679977,15.76329948039866,6.671180667679977,15.763302311216446,6.671189443752712,15.7633021729016,6.671189443752712,6.671189443752712,15.763302305125633,0.2963326728321374,0.2963326196158896,0.2963331789568094,0.2963331764711394,-15.36803941224174,0.0,0.0,0.0,0.0,Small,Low,Equity
FCOR,Fidelity Corporate Bond ETF,The fund Normally invests at least 80% of assets in corporate bonds and other corporate debt securities and repurchase agreements for those securities. Corporate debt securities are bonds and other debt securities issued by corporations and other business structures to borrow money.,,Corporate Bond,,,Fidelity Investments,,248768784,34029,,46.49339,USD,,6.752390746473047,6.197337532565146,12.98843211328644,6.593096782633667,15.5529934203674,7.607692232625353,,,7.163749984522353,0.7668439424996076,1.6666571833482202,1.7814855025609222,,-4.877170453210223,0.0,0.0,0.0,0.0,Small,Low,Equity
MCDS,JPMorgan Fundamental Data Science Mid Core ETF,"Under normal circumstances, the fund invests at least 80% of its assets in equity securities of mid cap companies. Many of the equity securities in the fund's portfolio are securities of companies in the financials, industrials and consumer discretionary sectors. In managing the fund, the adviser employs a fundamental data science enabled investment approach that combines research, data insights, and risk management.",,Mid-Cap Blend,,,JPMorgan,,6543772,1714,,55.3381,USD,,0.7803660710308025,23.883237985241443,0.7803730212834425,23.883236736335835,0.7803660710308025,23.883237985241443,0.7803660710308025,0.7803660710308025,23.883237985241443,-0.0510665232965004,-0.0510662349572168,-0.0510665232965004,-0.0510665232965004,-20.525978511196183,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
ICF,iShares Cohen & Steers REIT ETF,The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The objective of the underlying index is to represent relatively large and liquid REITs that may benefit from future consolidation and securitization of the U.S. real estate industry. The fund is non-diversified.,,Real Estate,,,iShares,,1951431936,89141,,61.86602,USD,,9.20460582439542,18.05379825844792,17.05713523387191,17.989268054309505,6.114644708305028,19.961254054535992,37.59730039645195,80.18353549671153,20.9269127637098,0.3990631622918554,0.8370065523741432,0.2061315735506115,3.7360281652386274,-17.253171758488495,0.0,0.0,0.0,0.0,Medium,Low,Equity
IVV,iShares Core S&P 500 ETF,"The index measures the performance of the large-capitalization sector of the U.S. equity market, as determined by SPDJI. The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents.",,Large Blend,,,iShares,,582360825856,7307512,,602.6025,USD,,13.446751235445674,19.88663285274617,44.2585515334178,16.087887688338682,64.66362877431777,17.268383773985033,116.51290557095386,253.304122913518,18.43245484726194,0.5756002697995692,2.6267308892297243,3.628806817967589,13.63378481032048,-18.754501366740094,0.0,0.0,0.0,0.0,Large,High,Equity
URTY,ProShares UltraPro Russell2000,"The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the Daily Target. The index is designed to measure the performance of the small-cap segment of the U.S. markets. Under normal circumstances, the fund will obtain leveraged exposure to at least 80% of its total assets in components of the index or in instruments with similar economic characteristics. The fund is non-diversified.",,Trading--Leveraged Equity,,,ProShares,,297326816,1534016,,38.0919,USD,,,74.00616816424807,1.7410614494141274,65.92671310612928,-8.090457883736645,67.6855272738911,28.53110102707919,-21.2754201068774,69.33366247909122,,-0.0039276726896581,-0.1490785148633823,-0.3357015809441266,-65.84473548234854,0.0,0.0,0.0,0.0,Small,High,Equity
NVDS,AXS 1.25X NVDA Bear Daily ETF,"Under normal market circumstances, the fund will maintain at least 80% exposure to financial instruments that provide one and a half times inverse leveraged exposure to the daily performance of NVDA. It is an actively-managed exchange-traded fund (“ETF”) that seeks to achieve on a daily basis, before fees and expenses, -150% performance of NVDA for a single day, not for any other period, by entering into one or more swaps on NVDA. It is non-diversified.",,Trading--Inverse Equity,,,AXS,,41629832,1089811,,16.9,USD,,-57.41300898156949,85.85348604852527,-98.18477731491257,91.276762886176,-99.66493907076604,86.4638698558341,-99.66493907076604,-99.66493907076604,86.46386973770042,-0.6920279154184683,-1.0975934525619082,-1.1758083375203712,-1.1758083391268523,-67.19328010709815,0.0,0.0,0.0,0.0,Micro,High,Equity
ERTH,Invesco MSCI Sustainable Future ETF,The fund generally invests at least 90% of its total assets in securities that comprise the underlying index. The underlying index is a custom index comprised of companies that the index provider has determined focus on offering products or services that contribute to a more environmentally sustainable economy by making a more efficient use of limited global natural resources.,,Global Large-Stock Growth,,,Invesco,,144552160,11782,,42.66,USD,,7.727686735996819,22.774742462708,-8.700723881965422,22.09346544477838,-20.675127214293365,23.02294501199871,5.8778072920098845,73.76626151353423,22.8189162693116,0.2514929310562125,-0.4843388606785747,-0.9848925583793005,3.145033737209084,-24.07379190091087,0.0,0.0,0.0,0.0,Small,Low,Equity
FTRI,First Trust Indxx Global Natural Resources Income ETF,The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and depositary receipts that comprise the index. The index is a free float adjusted market capitalization weighted index designed to measure the market performance of the 50 highest dividend yielding companies involved in the upstream segment of the natural resources sector. The fund is non-diversified.,,Natural Resources,,,First Trust,,90409776,54530,,14.04,USD,,12.73246647814632,19.120750762714625,23.743285175862304,17.99305021865072,23.0875846277943,20.52618433635087,97.27235680195125,38.09509706135672,24.468205799959897,0.5612994286330315,1.208426859906403,1.0273504457644969,1.475183646747645,-15.208246526510385,0.0,0.0,0.0,0.0,Micro,Low,Equity
JHMB,John Hancock Mortgage Backed Securities ETF,"Under normal market conditions, the fund invests at least 80% of its net assets (plus any borrowings for investment purposes) in mortgage-backed securities. The fund may invest in mortgage-related securities issued or guaranteed by U.S. governmental entities and privately issued mortgage-related securities. The fund may invest up to 20% of its net assets in non-mortgage-backed securities including other asset-backed securities and Collateralized Loan Obligations (CLOs) and cash and cash equivalents.",,Intermediate Core-Plus Bond,,,John Hancock,,138424192,44479,,21.46763,USD,,,6.03522623273133,10.606484163802431,7.224537435846845,12.333894621017016,6.833128360703992,1.8705998857136752,1.8705636334600984,6.204460125185162,,1.1912851501189017,1.512322625233452,-0.0208618258363033,-5.422205658807888,0.0,0.0,0.0,0.0,Small,Low,Equity
UCIB,UBS ETRACS UBS Bloomberg Constant Maturity Commodity Index (CMCI) Total Return ETN Series B,"The ETN Series B is senior unsecured debt securities issued by UBS. The index is designed to be a diversified benchmark for commodities as an asset class. It is comprised of futures contracts on 27 components, representing 24 commodities, with up to five different maturities for each individual commodity. The overall return on the index is generated by two components: uncollateralized returns on the futures contracts comprising the index and a daily fixed-income return.",,Commodities Broad Basket,,,UBS,,24289600,1501,,26.4043,USD,,1.1855619309833365,33.703004515004274,12.850189367235677,27.30948780291701,5.996392209300794,24.900487619717328,117.5302368901947,87.52339714744521,21.267636239030946,-0.0241651473136195,0.3973047552388269,0.1604945361044363,4.021293019413712,-14.571529709606668,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
SMTH,Alps Etf Trust - Alps/Smith Core Plus Bond ETF,"The fund pursues its investment objective by investing, under normal circumstances, at least 80% of its net assets (plus any borrowings for investment purposes) in bonds. Bonds include, but are not limited to, government notes and bonds, corporate bonds, convertible bonds, commercial and residential mortgage-backed securities, and zero-coupon bonds. It may also invest in asset-backed securities, money market instruments, commercial loans, and foreign debt securities (including investments in emerging markets).",,Intermediate Core-Plus Bond,,,ALPS,,1821227264,322508,,25.4512,USD,,5.737150023538162,4.956592101497225,10.09213438005492,5.0571379365919045,10.09213438005492,5.057131916503263,10.09213438005492,10.092116473321934,5.057133939753024,0.7539757048818463,1.6001411235993204,1.60014302843225,1.6001388473640326,-4.103569945881558,0.0,0.0,0.0,0.0,Medium,Medium,Equity
SIXO,AllianzIM U.S. Large Cap 6 Month Buffer10 Apr/Oct ETF,"Under normal market conditions, the fund invests at least 80% of its net assets in instruments with economic characteristics similar to U.S. large cap equity securities. Specifically, the Advisor intends to invest substantially all of its assets in FLEX Options that reference the Underlying ETF. It is non-diversified.",,Defined Outcome,,,AllianzIM,,249229264,37750,,32.7262,USD,,8.348907876408319,10.98639909796709,20.14909224076704,8.651702328634373,34.97140924861526,9.25137982748367,31.417548745229062,31.417548745229062,9.806465003634802,0.5778879703708483,2.0977481137670835,3.563945039924204,2.9998117297441373,-11.952611254089163,0.0,0.0,0.0,0.0,Small,Low,Equity
NVBW,Allianzim U.S. Large Cap Buffer20 Nov ETF,"The fund pursues a buffered strategy that seeks to match the share price returns of the SPDR® S&P 500® ETF Trust (the “Underlying ETF”), at the end of a specified one-year period, from November 1 to October 31, subject to an upside maximum percentage return (the “Cap”) and downside protection with a buffer against the first 20.00% of Underlying ETF losses (the “Buffer”). It is non-diversified.",,Defined Outcome,,,AllianzIM,,73147360,7024,,31.7169,USD,,7.750126115622802,8.3306051575296,16.106686723094697,7.07693783014973,27.972078302482515,7.4979217698335265,27.972078302482515,27.972078302482515,7.4979217698335265,0.690241105764755,1.993332011904397,3.4639036121950846,3.4639036121950846,-8.409879014766519,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
BBBI,Bondbloxx BBB Rated 5-10 Year Corporate Bond ETF,"The index is designed to reflect the performance of BBB fixed-rate, taxable U.S. dollar-denominated corporate bonds issued by U.S. and non-U.S. industrial, utility and financial issuers. Under normal circumstances, the fund will invest at least 80% of its net assets either directly or indirectly in a portfolio of U.S. dollar-denominated, investment grade corporate bonds issued by U.S. and non-U.S. corporate issuers rated BBB with remaining maturities of greater than or equal to five year and less than ten years. The fund is non-diversified.",,Corporate Bond,,,BondBloxx Investment Management,,10151631,14604,,50.4865,USD,,7.903935530885175,5.591122569475127,9.748626990108322,5.544941062928766,9.748618044402724,5.544946890615033,9.748644881523935,9.748618044402724,5.544944951264157,1.0559481495036185,1.39742278631463,1.397419704328902,1.3974201930780512,-4.113861649101025,0.0,0.0,0.0,0.0,Micro,Low,Bond
EMTL,SPDR DoubleLine Emerging Markets Fixed Income ETF,"Under normal circumstances, the fund will invest at least 80% of its net assets (plus the amount of borrowings for investment purposes) in emerging market fixed income securities. Fixed income securities are defined as fixed income securities issued or guaranteed by foreign corporations or foreign governments; corporate or government bonds; sovereign debt; structured securities; foreign currency transactions; certain derivatives; preferred securities; zero coupon bonds; credit-linked notes; pass through notes; bank loans; and perpetual maturity bonds.",,Emerging Markets Bond,,,SPDR State Street Global Advisors,,91938256,18470,,42.66531,USD,,7.344886494893488,3.012276878770162,16.70994382341846,3.424714302193262,21.054419701118164,5.02575846476849,10.855905050150415,34.65998791680869,4.824732830852286,1.774367599659588,4.295232397633254,3.791352058538671,6.769284240561632,-2.1531966776053624,0.0,0.0,0.0,0.0,Micro,Low,Equity
SDIV,Global X SuperDividend ETF,"The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. The underlying index tracks the performance of 100 equally-weighted companies that rank among the highest dividend yielding equity securities in the world, including emerging market countries.",,Global Small/Mid Stock,,,Global X Funds,,813354560,353061,,21.82,USD,,13.929377089098892,16.523174228681153,25.27806541137254,15.990050165644028,12.098297255104828,17.08546616377067,13.759548868897276,-16.30399012664241,19.32388374276922,0.7219785329378005,1.4557843890563538,0.5910460480450941,-0.9472210850725884,-18.63605891744632,0.0,0.0,0.0,0.0,Small,Medium,Equity
PSP,Invesco Global Listed Private Equity ETF,"The fund generally will invest at least 90% of its total assets in securities (including American depositary receipts (""ADRs"") and global depositary receipts (""GDRs"")) that comprise the underlying index. The underlying index is composed of securities, ADRs and GDRs of 40 to 75 private equity companies, including business development companies (""BDCs""), master limited partnerships (""MLPs""), alternative asset managers and other entities that are listed on a nationally recognized exchange.",,Global Small/Mid Stock,,,Invesco,,258060880,35279,,67.67,USD,,17.893917022192273,24.63454701801087,51.93562580483655,21.2688301539856,56.968347328547765,24.1943851096966,77.36508511068058,113.76288311159738,22.448860880640428,0.6451881177507293,2.347831330792729,2.27194644870382,4.978554756334209,-22.94113178177637,0.0,0.0,0.0,0.0,Small,Low,Equity
DBB,Invesco DB Base Metals Fund,"The index Commodities consist of Aluminum, Zinc and Copper – Grade A. The fund invests in futures contracts in an attempt to track its corresponding index.",,Commodities Focused,,,Invesco,,106432936,68595,,18.68,USD,,1.299644446787629,17.82725483720842,20.860651646151474,17.035620858695133,8.999516081688498,19.31944877656995,61.73605020861535,57.174468074558064,18.59981897738946,-0.0392856645404885,1.107130277352048,0.3623041300317689,2.966398121488705,-15.736429256564078,0.0,0.0,0.0,0.0,Small,Low,Equity
AGGS,Harbor ETF Trust,"The fund invests primarily in U.S. dollar denominated fixed income securities. Under normal market conditions, the fund invests at least 80% of its net assets, plus borrowings for investment purposes, in a diversified portfolio of fixed income instruments. Fixed income instruments include, but are not limited to: obligations issued or guaranteed by the U.S. government, its agencies, or instrumentalities.",,Intermediate Core-Plus Bond,,,Harbor,,27486472,306,,40.45877,USD,,4.582060055112436,5.217976537176482,7.205739147294099,5.216644096033784,7.20572845528602,5.216636304812528,7.20572845528602,7.20572845528602,5.216643781233252,0.494839337953333,0.9979095854463262,0.997909026259614,0.9979075960703891,-5.030646785050175,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
APLY,YieldMax AAPL Option Income Strategy ETF,"The fund will seek to employ its investment strategy as it relates to AAPL regardless of whether there are periods adverse market, economic, or other conditions and will not seek to take temporary defensive positions during such periods. The fund is non-diversified.",,Derivative Income,,,YieldMax ETFs,,125397136,101725,,12.67,USD,,-7.819920632008992,27.632596974644773,-3.340069400777912,22.673471575671165,8.967696930891368,22.15090756412354,8.967705847340813,8.967679097996829,22.150901025472383,-0.3553745108003997,-0.2355205899085984,0.3145558217296937,0.3145551095183153,-31.090263736058155,0.0,0.0,0.0,0.0,Small,Medium,Equity
SCO,ProShares UltraShort Bloomberg Crude Oil,"The fund seeks to meet its investment objective by investing, under normal market conditions, in any one of, or combinations of, Financial Instruments (including swap agreements, futures contracts, forward contracts, and option contracts) based on WTI sweet, light crude oil. It will not invest directly in oil.",,Trading--Inverse Commodities,,,ProShares,,111321672,2622345,,18.588,USD,,16.07258258708164,53.8108215285824,-34.754100729962104,49.11247710098948,-17.730824663235133,56.69303564707597,-95.01946620038252,-96.98484851053668,123.94811284535096,0.2615195640454362,-0.748365851194698,-0.3480290733779534,-0.7985990769705325,-35.31970407307294,0.0,0.0,0.0,0.0,Small,High,Equity
ESGW,Columbia Sustainable Global Equity Income ETF,"The investment seeks investment results that, before fees and expenses, closely correspond to the performance of the Beta Advantage® Global Equity Income 200 Index.
 The fund invests at least 80% of its assets in the component securities of the index and depositary receipts representing such securities. The index, which typically holds common stocks and depositary receipts, was constructed to provide exposure to U.S. and foreign (developed market) large- and mid-cap companies (located in developed markets) that are believed to offer sustainable levels of income, as well as total return opportunity.",,,,,Columbia,,14749707,,,22.37,USD,,67.30769936149667,97.89281796805908,163.63635460535718,120.94752900648862,769.9999918043615,200.84707075054092,200.0000102766632,-90.64516143090933,203.162585342876,0.6671347369201852,1.3364171714222095,3.823804793041986,-0.4560148773188368,-54.54545553065526,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
FLGV,Franklin U.S. Treasury Bond ETF,"Under normal market conditions, the fund invests at least 80% of its net assets in direct obligations of the U.S. Treasury, including Treasury bonds, bills, notes and Treasury Inflation-Protected Securities (TIPS), and investments that provide exposure to direct obligations of the U.S. Treasury. The fund may invest in U.S. Treasury securities of any maturity and intends to primarily focus on U.S. Treasury securities with a remaining maturity of between 1-30 years.",,Intermediate Government,,,Franklin Templeton Investments,,983022528,128122,,20.2,USD,,4.7110658021593865,5.014869120962586,6.455892417970888,5.545064581546363,5.808607766606255,5.935246416178893,-7.304989231913894,-7.172916774266325,5.38531923753387,0.5406054947330325,0.8035780922732308,0.6416932844143367,-1.7033190363784136,-4.995259155816056,0.0,0.0,0.0,0.0,Small,Medium,Equity
VIXY,ProShares VIX Short-Term Futures ETF,The index seeks to offer exposure to market volatility through publicly traded futures markets and is designed to measure the implied volatility of the S&P 500 over 30 days in the future.,,Trading--Miscellaneous,,,ProShares,,129732752,1344143,,49.102,USD,,10.463476774995016,99.69114271822652,-54.290972875669176,78.43324054927608,-86.53253440391043,70.56703162062513,-97.98539956480138,-99.78185096788688,74.36950051404837,0.0848969782492787,-0.7176928108727586,-1.2545877638706628,-1.3685966728882404,-54.24762591970536,0.0,0.0,0.0,0.0,Small,High,Equity
IGIB,iShares 5-10 Year Investment Grade Corporate Bond ETF,"The fund will invest at least 80% of its assets in the component securities of the index, and it will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that BFA believes will help the fund track the index. The fund will invest no more than 10% of its assets in futures, options and swaps contracts that BFA believes will help the fund track the index as well as in fixed income securities other than the types included in the index, but which BFA believes will help the fund track the index.",,Corporate Bond,,,iShares,,14954852352,1740259,,52.17993,USD,,8.041375215263248,5.4768430995244985,14.831224379975616,6.196957583079574,18.24219719832938,7.240821746308107,4.902789511808514,34.014427228004095,5.972624144170358,1.103076189235321,2.070568372940056,2.2431428044214488,5.360194523415995,-4.365968044462221,0.0,0.0,0.0,0.0,Large,High,Equity
RFCI,RiverFront Dynamic Core Income ETF,"The fund invests in a global portfolio of fixed income securities of various maturities, ratings and currency denominations. It may purchase fixed income securities issued by U.S. or foreign corporations or financial institutions, including debt securities of all types and maturities, convertible securities and preferred stocks.",,Corporate Bond,,,ALPS,,21217996,2562,,22.31,USD,,5.898411491473277,4.569346977139235,10.93987910792733,5.274039114258838,12.199640055671445,5.61011618165124,1.3858733145294178,17.511815750375614,5.063856772420442,0.8531660018329325,1.6950725836972966,1.81808000501504,3.0632414081809065,-3.311944822643842,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
BBCB,JPMorgan BetaBuilders USD Investment Grade Corporate Bond ETF,The fund will invest at least 80% of its assets in securities included in the underlying index. The underlying index is market capitalization weighted and is designed to measure the performance of U.S. dollar denominated investment grade corporate debt publicly issued in the U.S. domestic market. The underlying index is a component of the Bloomberg U.S. Credit and Bloomberg U.S. Aggregate indices.,,Corporate Bond,,,JPMorgan,,38214736,3614,,44.7486,USD,,6.121109002620129,6.18139414518559,11.538666099599704,6.718993452906104,14.115804393328355,7.70456766658153,-1.1398015318035193,19.61249932213593,7.794158886474409,0.6666957171514254,1.4196570016709915,1.572548248992674,2.259704937847724,-4.757578563833009,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
